,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-L/100km,price,horsepower-binned,diesel,gas,aspiration-std,aspiration-turbo
138,0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,7.121212121,7775,Low,0,1,1,0
139,0,102,subaru,four,sedan,fwd,front,97.2,0.826525709,0.908333333,0.877926421,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,7.34375,9960,Low,0,1,1,0
140,0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,9.4,9233,Low,0,1,1,0
141,0,102,subaru,four,sedan,4wd,front,97,0.826525709,0.908333333,0.908026756,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,8.103448276,11259,Low,0,1,0,1
142,0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,7.34375,7463,Low,0,1,1,0
143,0,89,subaru,four,wagon,fwd,front,97,0.833733782,0.908333333,0.886287625,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,7.580645161,10198,Low,0,1,1,0
144,0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,8.103448276,8013,Low,0,1,1,0
145,0,85,subaru,four,wagon,4wd,front,96.9,0.83421432,0.908333333,0.918060201,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,10.2173913,11694,Low,0,1,0,1
146,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,6.025641026,5348,Low,0,1,1,0
147,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,6.184210526,6338,Low,0,1,1,0
148,1,74,toyota,four,hatchback,fwd,front,95.7,0.762614128,0.883333333,0.911371237,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,6.184210526,6488,Low,0,1,1,0
149,0,77,toyota,four,wagon,fwd,front,95.7,0.81547333,0.883333333,0.988294314,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,6.351351351,6918,Low,0,1,1,0
150,0,81,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,7.34375,7898,Low,0,1,1,0
151,0,91,toyota,four,wagon,4wd,front,95.7,0.81547333,0.883333333,0.988294314,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,7.34375,8778,Low,0,1,1,0
152,0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,6.351351351,6938,Low,0,1,1,0
153,0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,6.351351351,7198,Low,0,1,1,0
154,0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,6.527777778,7898,Low,1,0,1,0
155,0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,5,7788,Low,1,0,1,0
156,0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.886287625,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,5,7738,Low,0,1,1,0
157,0,91,toyota,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,6.911764706,8358,Low,0,1,1,0
158,0,91,toyota,four,sedan,fwd,front,95.7,0.799135031,0.894444444,0.882943144,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,6.911764706,9258,Low,0,1,1,0
159,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,6.911764706,8058,Low,0,1,1,0
160,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,6.911764706,8238,Low,0,1,1,0
161,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,8.103448276,9298,Low,0,1,1,0
162,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948,0.888888889,0.879598662,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,8.103448276,9538,Low,0,1,1,0
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,8449,Low,0,1,1,0
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,9639,Low,0,1,1,0
165,2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,9989,Low,0,1,1,0
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,11199,Low,0,1,1,0
167,2,134,toyota,two,hatchback,rwd,front,98.4,0.846708313,0.911111111,0.869565217,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,11549,Low,0,1,1,0
168,2,134,toyota,two,convertible,rwd,front,98.4,0.846708313,0.911111111,0.886287625,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,7.833333333,17669,Low,0,1,1,0
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,6.911764706,8948,Low,0,1,1,0
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,7.121212121,10698,Low,1,0,0,1
171,-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,7.34375,9988,Low,0,1,1,0
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.843825084,0.923611111,0.918060201,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,7.34375,10898,Low,0,1,1,0
173,-1,65,toyota,four,hatchback,fwd,front,102.4,0.843825084,0.923611111,0.901337793,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,7.34375,11248,Low,0,1,1,0
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,9.791666667,16558,Medium,0,1,1,0
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.881787602,0.940277778,0.869565217,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,9.791666667,15998,Medium,0,1,1,0
176,-1,90,toyota,four,sedan,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,9.791666667,15690,Medium,0,1,1,0
177,-1,122,toyota,four,wagon,rwd,front,104.5,0.902450745,0.923611111,0.904682274,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,9.791666667,15750,Medium,0,1,1,0
178,2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,5.108695652,7775,Low,1,0,1,0
179,2,122,volkswagen,two,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,6.911764706,7975,Low,0,1,1,0
180,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,5.108695652,7995,Low,1,0,1,0
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,6.911764706,8195,Low,0,1,1,0
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,6.911764706,8495,Low,0,1,1,0
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,5.595238095,9495,Low,1,0,0,1
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.825084094,0.909722222,0.931438127,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,7.34375,9995,Low,0,1,1,0
185,3,122,volkswagen,two,convertible,fwd,front,94.5,0.765497357,0.891666667,0.929765886,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,8.103448276,11595,Low,0,1,1,0
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.796251802,0.888888889,0.859531773,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,8.103448276,9980,Low,0,1,1,0
187,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,9.791666667,13295,Low,0,1,1,0
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841,0.929166667,0.921404682,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,6.184210526,13845,Low,1,0,0,1
189,0,122,volkswagen,four,wagon,fwd,front,100.4,0.879865449,0.929166667,0.921404682,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,7.580645161,12290,Low,0,1,1,0
190,-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,8.392857143,12940,Low,0,1,1,0
191,-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,8.392857143,13415,Low,0,1,1,0
192,-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,8.392857143,15985,Low,0,1,1,0
193,-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,8.392857143,16515,Low,0,1,1,0
194,-2,103,volvo,four,sedan,rwd,front,104.3,0.907256127,0.933333333,0.939799331,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,10.68181818,18420,Medium,0,1,0,1
195,-1,74,volvo,four,wagon,rwd,front,104.3,0.907256127,0.933333333,0.961538462,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,10.68181818,18950,Medium,0,1,0,1
196,-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,8.392857143,16845,Low,0,1,1,0
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.955555556,0.928093645,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,9.4,19045,Medium,0,1,0,1
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,10.2173913,21485,Medium,0,1,1,0
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,8.703703704,22470,Low,1,0,0,1
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.907256127,0.956944444,0.928093645,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,9.4,22625,Low,0,1,0,1
